sale_id,sale_date,medicine_id,batch_no,quantity_sold,unit_price,discount_pct,total_amount,payment_mode
SALE027221,2025-10-18,MED036,MED036-B01,3,677.93,5,1932.10,Card
SALE027735,2025-10-18,MED009,MED009-B02,8,231.45,5,1759.02,UPI
SALE029604,2025-10-18,MED044,MED044-B04,3,71.60,12,189.02,UPI
SALE029671,2025-10-18,MED068,MED068-B01,2,319.91,5,607.83,Cash
SALE029709,2025-10-18,MED052,MED052-B01,3,612.22,0,1836.66,UPI
SALE029935,2025-10-18,MED044,MED044-B04,1,71.82,12,63.20,UPI
SALE000099,2025-10-19,MED037,MED037-B02,5,352.13,10,1584.59,UPI
SALE000180,2025-10-19,MED037,MED037-B02,6,341.74,5,1947.92,UPI
SALE000245,2025-10-19,MED012,MED012-B01,7,314.62,0,2202.34,Cash
SALE000790,2025-10-19,MED072,MED072-B03,1,355.45,5,337.68,Cash
SALE001123,2025-10-19,MED047,MED047-B03,5,398.79,10,1794.56,Card
SALE001346,2025-10-19,MED094,MED094-B03,5,57.22,0,286.10,UPI
SALE001869,2025-10-19,MED003,MED003-B03,7,256.96,0,1798.72,UPI
SALE001972,2025-10-19,MED044,MED044-B03,8,71.84,10,517.25,UPI
SALE002117,2025-10-19,MED008,MED008-B02,2,120.23,0,240.46,Card
SALE002136,2025-10-19,MED095,MED095-B03,7,715.18,0,5006.26,Cash
SALE002337,2025-10-19,MED008,MED008-B02,7,120.22,12,740.56,Cash
SALE002369,2025-10-19,MED093,MED093-B02,1,820.08,0,820.08,Card
SALE002382,2025-10-19,MED013,MED013-B03,8,512.33,5,3893.71,Cash
SALE002733,2025-10-19,MED093,MED093-B02,7,736.32,10,4638.82,Cash
SALE003359,2025-10-19,MED037,MED037-B02,8,324.38,0,2595.04,Cash
SALE003446,2025-10-19,MED077,MED077-B03,4,559.62,5,2126.56,UPI
SALE003523,2025-10-19,MED071,MED071-B03,2,557.33,0,1114.66,Card
SALE004464,2025-10-19,MED062,MED062-B02,6,449.80,10,2428.92,UPI
SALE004841,2025-10-19,MED071,MED071-B03,3,530.38,10,1432.03,Card
SALE004908,2025-10-19,MED063,MED063-B01,1,150.29,0,150.29,UPI
SALE005224,2025-10-19,MED084,MED084-B01,8,501.75,12,3532.32,Card
SALE005359,2025-10-19,MED024,MED024-B01,1,358.64,0,358.64,Card
SALE005486,2025-10-19,MED019,MED019-B01,7,550.57,12,3391.51,Card
SALE005638,2025-10-19,MED041,MED041-B03,1,210.05,10,189.05,UPI
SALE005958,2025-10-19,MED015,MED015-B01,2,611.82,0,1223.64,Cash
SALE007121,2025-10-19,MED061,MED061-B03,3,322.75,10,871.43,Cash
SALE007565,2025-10-19,MED083,MED083-B01,6,64.70,0,388.20,Cash
SALE008171,2025-10-19,MED002,MED002-B02,6,542.01,0,3252.06,Cash
SALE008339,2025-10-19,MED075,MED075-B01,8,550.05,10,3960.36,UPI
SALE008555,2025-10-19,MED063,MED063-B05,5,143.93,5,683.67,Cash
SALE008933,2025-10-19,MED062,MED062-B02,8,489.73,0,3917.84,Card
SALE009202,2025-10-19,MED007,MED007-B03,6,583.81,0,3502.86,Card
SALE009892,2025-10-19,MED032,MED032-B01,2,50.62,5,96.18,Cash
SALE009958,2025-10-19,MED018,MED018-B03,4,593.76,0,2375.04,UPI
SALE010134,2025-10-19,MED093,MED093-B03,1,737.55,0,737.55,UPI
SALE010314,2025-10-19,MED007,MED007-B03,7,558.32,0,3908.24,Card
SALE010906,2025-10-19,MED015,MED015-B01,5,556.51,10,2504.30,Cash
SALE010959,2025-10-19,MED016,MED016-B04,4,55.46,5,210.75,Cash
SALE012117,2025-10-19,MED073,MED073-B01,3,197.17,0,591.51,Card
SALE012385,2025-10-19,MED006,MED006-B02,2,583.51,0,1167.02,Card
SALE012506,2025-10-19,MED032,MED032-B01,5,51.44,10,231.48,Card
SALE012600,2025-10-19,MED085,MED085-B03,2,476.16,10,857.09,Card
SALE013342,2025-10-19,MED072,MED072-B02,1,324.04,5,307.84,UPI
SALE013388,2025-10-19,MED030,MED030-B02,7,256.41,5,1705.13,Card
SALE013945,2025-10-19,MED089,MED089-B01,4,529.77,10,1907.17,Card
SALE014235,2025-10-19,MED010,MED010-B02,2,298.03,0,596.06,Card
SALE014304,2025-10-19,MED020,MED020-B02,8,146.01,10,1051.27,Card
SALE014320,2025-10-19,MED015,MED015-B01,6,593.10,10,3202.74,UPI
SALE015000,2025-10-19,MED031,MED031-B03,7,217.13,0,1519.91,Cash
SALE015161,2025-10-19,MED099,MED099-B02,8,42.67,10,307.22,Card
SALE015171,2025-10-19,MED092,MED092-B02,6,146.17,10,789.32,Cash
SALE015336,2025-10-19,MED028,MED028-B01,4,48.59,10,174.92,Cash
SALE015458,2025-10-19,MED083,MED083-B01,8,63.80,0,510.40,Cash
SALE015882,2025-10-19,MED055,MED055-B01,4,469.83,0,1879.32,UPI
SALE016407,2025-10-19,MED017,MED017-B02,5,451.18,12,1985.19,Cash
SALE016529,2025-10-19,MED041,MED041-B01,2,201.43,10,362.57,Card
SALE016777,2025-10-19,MED040,MED040-B03,7,483.50,0,3384.50,UPI
SALE017053,2025-10-19,MED032,MED032-B01,1,57.06,5,54.21,Cash
SALE017236,2025-10-19,MED052,MED052-B04,7,566.88,12,3491.98,UPI
SALE017592,2025-10-19,MED072,MED072-B02,3,340.69,12,899.42,UPI
SALE018143,2025-10-19,MED027,MED027-B03,8,733.37,12,5162.92,Cash
SALE018562,2025-10-19,MED013,MED013-B01,7,544.61,12,3354.80,Card
SALE018679,2025-10-19,MED053,MED053-B04,3,377.21,0,1131.63,UPI
SALE019451,2025-10-19,MED018,MED018-B03,6,608.68,10,3286.87,Card
SALE019474,2025-10-19,MED043,MED043-B04,6,34.52,0,207.12,Cash
SALE019706,2025-10-19,MED012,MED012-B03,3,304.13,10,821.15,Card
SALE020025,2025-10-19,MED051,MED051-B01,4,450.15,0,1800.60,Cash
SALE020260,2025-10-19,MED097,MED097-B02,5,323.54,0,1617.70,UPI
SALE020690,2025-10-19,MED092,MED092-B03,3,144.99,10,391.47,Cash
SALE021156,2025-10-19,MED059,MED059-B01,7,300.26,10,1891.64,Cash
SALE021370,2025-10-19,MED020,MED020-B02,7,146.16,5,971.96,Card
SALE021912,2025-10-19,MED029,MED029-B02,5,560.45,0,2802.25,UPI
SALE021966,2025-10-19,MED015,MED015-B01,3,561.83,5,1601.22,UPI
SALE022055,2025-10-19,MED010,MED010-B02,5,302.86,0,1514.30,Cash
SALE022216,2025-10-19,MED007,MED007-B04,6,609.11,0,3654.66,UPI
SALE022262,2025-10-19,MED079,MED079-B03,1,418.04,0,418.04,UPI
SALE022369,2025-10-19,MED021,MED021-B03,6,181.87,0,1091.22,UPI
SALE022981,2025-10-19,MED020,MED020-B02,5,153.34,10,690.03,Card
SALE023609,2025-10-19,MED063,MED063-B05,1,146.42,5,139.10,UPI
SALE023627,2025-10-19,MED081,MED081-B04,3,416.00,5,1185.60,Cash
SALE023969,2025-10-19,MED090,MED090-B03,4,484.82,0,1939.28,Cash
SALE024215,2025-10-19,MED036,MED036-B01,3,631.76,0,1895.28,Card
SALE024639,2025-10-19,MED028,MED028-B03,6,48.71,5,277.65,UPI
SALE024846,2025-10-19,MED100,MED100-B03,2,63.60,10,114.48,UPI
SALE024902,2025-10-19,MED090,MED090-B03,6,467.74,10,2525.80,Cash
SALE025692,2025-10-19,MED070,MED070-B02,1,342.92,0,342.92,Cash
SALE025750,2025-10-19,MED015,MED015-B01,6,588.50,10,3177.90,Card
SALE026409,2025-10-19,MED044,MED044-B04,4,64.25,0,257.00,UPI
SALE026760,2025-10-19,MED079,MED079-B03,8,414.34,0,3314.72,Cash
SALE026865,2025-10-19,MED050,MED050-B05,4,15.06,0,60.24,Card
SALE027344,2025-10-19,MED098,MED098-B01,6,693.89,12,3663.74,Card
SALE027515,2025-10-19,MED044,MED044-B04,3,72.73,0,218.19,UPI
SALE027706,2025-10-19,MED018,MED018-B05,5,604.60,12,2660.24,UPI
SALE028148,2025-10-19,MED083,MED083-B04,1,65.79,5,62.50,Card
SALE028337,2025-10-19,MED081,MED081-B03,6,394.24,0,2365.44,Cash
SALE028447,2025-10-19,MED092,MED092-B01,2,148.74,0,297.48,Cash
SALE028546,2025-10-19,MED028,MED028-B03,4,49.37,0,197.48,UPI
SALE028579,2025-10-19,MED092,MED092-B01,5,147.98,5,702.90,Card
SALE029020,2025-10-19,MED048,MED048-B03,4,223.76,0,895.04,Cash
SALE029266,2025-10-19,MED070,MED070-B02,7,355.44,10,2239.27,Card
SALE029378,2025-10-19,MED096,MED096-B02,5,213.48,0,1067.40,Card
SALE000261,2025-10-20,MED056,MED056-B02,4,354.07,0,1416.28,UPI
SALE000817,2025-10-20,MED009,MED009-B01,4,232.32,10,836.35,UPI
SALE000981,2025-10-20,MED028,MED028-B05,4,48.79,0,195.16,Cash
SALE001430,2025-10-20,MED085,MED085-B02,5,488.13,10,2196.59,Cash
SALE001736,2025-10-20,MED029,MED029-B02,1,612.87,10,551.58,Card
SALE002033,2025-10-20,MED097,MED097-B01,6,308.05,5,1755.88,UPI
SALE002225,2025-10-20,MED081,MED081-B04,6,393.24,0,2359.44,UPI
SALE002329,2025-10-20,MED064,MED064-B02,2,681.13,0,1362.26,UPI
SALE002696,2025-10-20,MED099,MED099-B02,6,47.22,5,269.15,Cash
SALE002944,2025-10-20,MED019,MED019-B01,7,575.63,5,3827.94,Cash
SALE003739,2025-10-20,MED018,MED018-B03,2,641.71,0,1283.42,Cash
SALE003784,2025-10-20,MED097,MED097-B01,2,293.93,0,587.86,Card
SALE004338,2025-10-20,MED076,MED076-B01,5,161.42,12,710.25,Card
SALE004490,2025-10-20,MED042,MED042-B02,8,20.24,10,145.73,Cash
SALE004597,2025-10-20,MED010,MED010-B02,2,297.74,0,595.48,Card
SALE005030,2025-10-20,MED096,MED096-B03,2,219.47,0,438.94,Cash
SALE005186,2025-10-20,MED076,MED076-B01,5,157.22,12,691.77,Cash
SALE005302,2025-10-20,MED008,MED008-B02,6,124.96,12,659.79,Cash
SALE005415,2025-10-20,MED001,MED001-B04,8,432.14,0,3457.12,Card
SALE006056,2025-10-20,MED094,MED094-B03,7,57.88,0,405.16,Cash
SALE007949,2025-10-20,MED001,MED001-B04,8,421.84,12,2969.75,UPI
SALE008114,2025-10-20,MED005,MED005-B02,1,745.27,12,655.84,UPI
SALE008188,2025-10-20,MED039,MED039-B03,6,536.86,12,2834.62,UPI
SALE008258,2025-10-20,MED048,MED048-B04,7,212.24,10,1337.11,Card
SALE008525,2025-10-20,MED092,MED092-B04,5,133.98,10,602.91,Card
SALE008806,2025-10-20,MED043,MED043-B03,2,34.45,0,68.90,UPI
SALE008874,2025-10-20,MED097,MED097-B01,4,295.83,0,1183.32,Card
SALE009046,2025-10-20,MED029,MED029-B02,7,578.56,0,4049.92,Cash
SALE009551,2025-10-20,MED071,MED071-B03,6,583.55,0,3501.30,Cash
SALE010576,2025-10-20,MED024,MED024-B01,6,333.97,12,1763.36,Card
SALE010585,2025-10-20,MED063,MED063-B05,1,146.22,5,138.91,UPI
SALE011206,2025-10-20,MED006,MED006-B02,7,610.15,5,4057.50,UPI
SALE011591,2025-10-20,MED073,MED073-B01,5,197.83,0,989.15,UPI
SALE011757,2025-10-20,MED079,MED079-B03,7,404.07,12,2489.07,UPI
SALE011998,2025-10-20,MED047,MED047-B01,1,427.14,5,405.78,Cash
SALE013055,2025-10-20,MED078,MED078-B04,3,415.07,0,1245.21,Cash
SALE013091,2025-10-20,MED093,MED093-B03,1,753.16,12,662.78,Cash
SALE013213,2025-10-20,MED059,MED059-B01,2,291.02,5,552.94,Cash
SALE013336,2025-10-20,MED047,MED047-B01,8,399.54,12,2812.76,Card
SALE013409,2025-10-20,MED034,MED034-B01,4,117.42,12,413.32,Card
SALE013414,2025-10-20,MED077,MED077-B02,7,531.71,5,3535.87,Cash
SALE013531,2025-10-20,MED058,MED058-B01,5,151.64,0,758.20,Cash
SALE013557,2025-10-20,MED025,MED025-B01,1,569.70,0,569.70,UPI
SALE013643,2025-10-20,MED017,MED017-B02,5,442.60,0,2213.00,Cash
SALE014303,2025-10-20,MED058,MED058-B01,8,152.98,0,1223.84,UPI
SALE015090,2025-10-20,MED055,MED055-B01,3,507.85,0,1523.55,Cash
SALE015703,2025-10-20,MED027,MED027-B03,3,765.11,10,2065.80,Card
SALE016590,2025-10-20,MED051,MED051-B01,5,453.35,0,2266.75,Card
SALE016884,2025-10-20,MED069,MED069-B01,1,613.34,10,552.01,Card
SALE017264,2025-10-20,MED065,MED065-B01,2,717.59,5,1363.42,Card
SALE017518,2025-10-20,MED084,MED084-B01,6,508.49,0,3050.94,UPI
SALE017709,2025-10-20,MED048,MED048-B05,8,212.31,12,1494.66,Cash
SALE017717,2025-10-20,MED083,MED083-B01,1,72.94,0,72.94,UPI
SALE018009,2025-10-20,MED039,MED039-B03,7,574.48,12,3538.80,UPI
SALE018096,2025-10-20,MED065,MED065-B01,2,705.04,0,1410.08,Card
SALE018170,2025-10-20,MED033,MED033-B03,6,30.98,5,176.59,UPI
SALE018354,2025-10-20,MED017,MED017-B02,4,472.33,0,1889.32,Card
SALE018582,2025-10-20,MED041,MED041-B01,7,215.00,10,1354.50,Card
SALE018913,2025-10-20,MED018,MED018-B03,6,581.60,10,3140.64,Card
SALE019054,2025-10-20,MED095,MED095-B01,5,691.91,10,3113.59,Cash
SALE019324,2025-10-20,MED020,MED020-B02,3,145.71,10,393.42,Cash
SALE019465,2025-10-20,MED053,MED053-B04,2,358.17,0,716.34,Cash
SALE019537,2025-10-20,MED092,MED092-B03,7,142.23,0,995.61,Cash
SALE020258,2025-10-20,MED046,MED046-B03,4,605.93,10,2181.35,UPI
SALE020877,2025-10-20,MED032,MED032-B01,1,54.67,0,54.67,Cash
SALE021028,2025-10-20,MED099,MED099-B02,8,43.94,12,309.34,UPI
SALE021065,2025-10-20,MED061,MED061-B01,3,347.02,10,936.95,Card
SALE021158,2025-10-20,MED093,MED093-B03,1,726.93,12,639.70,UPI
SALE021207,2025-10-20,MED015,MED015-B01,7,629.85,0,4408.95,Card
SALE021212,2025-10-20,MED062,MED062-B03,1,487.64,10,438.88,Cash
SALE021277,2025-10-20,MED031,MED031-B03,7,237.49,5,1579.31,Cash
SALE021606,2025-10-20,MED034,MED034-B01,7,118.14,0,826.98,UPI
SALE021834,2025-10-20,MED031,MED031-B03,6,239.25,12,1263.24,Cash
SALE021865,2025-10-20,MED029,MED029-B02,2,561.99,10,1011.58,UPI
SALE021908,2025-10-20,MED027,MED027-B03,7,758.34,12,4671.37,Cash
SALE021948,2025-10-20,MED032,MED032-B01,1,54.94,10,49.45,Cash
SALE022127,2025-10-20,MED043,MED043-B04,3,38.44,0,115.32,UPI
SALE022348,2025-10-20,MED050,MED050-B05,6,15.14,12,79.94,Card
SALE022854,2025-10-20,MED068,MED068-B01,8,306.45,0,2451.60,Card
SALE023232,2025-10-20,MED002,MED002-B04,2,556.04,12,978.63,Cash
SALE023467,2025-10-20,MED027,MED027-B03,5,698.97,0,3494.85,Cash
SALE023624,2025-10-20,MED018,MED018-B05,4,645.31,0,2581.24,Card
SALE024033,2025-10-20,MED006,MED006-B01,7,615.47,5,4092.88,Card
SALE024843,2025-10-20,MED063,MED063-B05,3,144.69,0,434.07,Card
SALE024888,2025-10-20,MED095,MED095-B01,4,670.74,5,2548.81,UPI
SALE025901,2025-10-20,MED002,MED002-B04,4,597.28,5,2269.66,UPI
SALE025940,2025-10-20,MED081,MED081-B04,2,411.92,0,823.84,Cash
SALE027073,2025-10-20,MED098,MED098-B01,7,720.49,5,4791.26,UPI
SALE027170,2025-10-20,MED009,MED009-B02,5,221.80,5,1053.55,Card
SALE027238,2025-10-20,MED051,MED051-B04,4,465.66,12,1639.12,UPI
SALE027790,2025-10-20,MED062,MED062-B03,4,441.71,0,1766.84,Card
SALE027863,2025-10-20,MED044,MED044-B04,1,72.77,0,72.77,Card
SALE028871,2025-10-20,MED079,MED079-B03,5,437.71,0,2188.55,Card
SALE029013,2025-10-20,MED045,MED045-B02,1,462.62,10,416.36,Cash
SALE029500,2025-10-20,MED044,MED044-B04,1,67.36,12,59.28,UPI
SALE029934,2025-10-20,MED050,MED050-B05,6,15.31,0,91.86,UPI
SALE000621,2025-10-21,MED037,MED037-B02,1,343.95,0,343.95,Card
SALE001577,2025-10-21,MED073,MED073-B03,7,205.82,10,1296.67,Card
SALE002726,2025-10-21,MED067,MED067-B01,8,68.73,12,483.86,Card
SALE004079,2025-10-21,MED059,MED059-B01,4,314.16,5,1193.81,UPI
SALE004403,2025-10-21,MED099,MED099-B02,2,46.09,0,92.18,UPI
SALE004605,2025-10-21,MED001,MED001-B04,1,428.01,0,428.01,UPI
SALE004998,2025-10-21,MED054,MED054-B04,3,329.77,0,989.31,Cash
SALE005843,2025-10-21,MED084,MED084-B01,4,521.39,0,2085.56,Cash
SALE005911,2025-10-21,MED037,MED037-B02,5,314.23,0,1571.15,Cash
SALE006155,2025-10-21,MED004,MED004-B01,3,616.92,0,1850.76,Card
SALE006704,2025-10-21,MED007,MED007-B03,1,551.89,12,485.66,UPI
SALE007042,2025-10-21,MED072,MED072-B01,1,357.09,0,357.09,Cash
SALE007179,2025-10-21,MED040,MED040-B03,8,514.65,0,4117.20,Cash
SALE007922,2025-10-21,MED036,MED036-B02,3,665.25,12,1756.26,UPI
SALE008426,2025-10-21,MED030,MED030-B05,4,245.19,0,980.76,UPI
SALE008668,2025-10-21,MED041,MED041-B03,3,211.28,0,633.84,UPI
SALE008985,2025-10-21,MED082,MED082-B03,4,163.68,0,654.72,UPI
SALE009416,2025-10-21,MED043,MED043-B03,6,35.21,10,190.13,UPI
SALE009820,2025-10-21,MED042,MED042-B02,7,20.37,0,142.59,Card
SALE009931,2025-10-21,MED064,MED064-B02,5,682.39,12,3002.52,UPI
SALE009997,2025-10-21,MED093,MED093-B03,4,757.89,0,3031.56,Cash
SALE010099,2025-10-21,MED033,MED033-B03,3,34.15,0,102.45,Cash
SALE010189,2025-10-21,MED038,MED038-B02,5,66.00,0,330.00,Card
SALE010876,2025-10-21,MED098,MED098-B03,6,704.04,0,4224.24,Cash
SALE011895,2025-10-21,MED027,MED027-B03,7,748.52,12,4610.88,Card
SALE011947,2025-10-21,MED007,MED007-B03,3,581.95,0,1745.85,Card
SALE012066,2025-10-21,MED018,MED018-B03,7,613.10,0,4291.70,Card
SALE012104,2025-10-21,MED021,MED021-B03,5,193.74,5,920.26,Card
SALE012571,2025-10-21,MED019,MED019-B01,6,593.47,0,3560.82,Cash
SALE012733,2025-10-21,MED081,MED081-B04,4,433.94,0,1735.76,Cash
SALE012751,2025-10-21,MED006,MED006-B02,4,573.81,0,2295.24,Card
SALE013034,2025-10-21,MED081,MED081-B04,1,406.66,12,357.86,Card
SALE013072,2025-10-21,MED091,MED091-B03,4,414.74,10,1493.06,Cash
SALE013148,2025-10-21,MED044,MED044-B03,5,70.82,0,354.10,UPI
SALE013312,2025-10-21,MED084,MED084-B01,6,460.28,10,2485.51,UPI
SALE013337,2025-10-21,MED077,MED077-B02,1,565.96,0,565.96,Card
SALE013926,2025-10-21,MED089,MED089-B01,8,566.32,0,4530.56,UPI
SALE014306,2025-10-21,MED009,MED009-B01,7,244.41,0,1710.87,Card
SALE015360,2025-10-21,MED097,MED097-B02,5,314.23,5,1492.59,Card
SALE015414,2025-10-21,MED097,MED097-B02,8,311.24,0,2489.92,Cash
SALE015794,2025-10-21,MED041,MED041-B01,2,198.40,5,376.96,UPI
SALE015899,2025-10-21,MED084,MED084-B01,3,515.12,0,1545.36,UPI
SALE016108,2025-10-21,MED001,MED001-B05,8,399.59,5,3036.88,Card
SALE016196,2025-10-21,MED023,MED023-B05,7,494.87,12,3048.40,Cash
SALE016357,2025-10-21,MED024,MED024-B01,8,357.47,0,2859.76,Card
SALE016781,2025-10-21,MED053,MED053-B04,1,375.50,12,330.44,Card
SALE017257,2025-10-21,MED025,MED025-B04,7,542.76,12,3343.40,Cash
SALE018142,2025-10-21,MED061,MED061-B01,8,340.71,5,2589.40,UPI
SALE018309,2025-10-21,MED050,MED050-B05,7,14.69,0,102.83,Cash
SALE018570,2025-10-21,MED039,MED039-B03,5,527.96,0,2639.80,UPI
SALE018622,2025-10-21,MED056,MED056-B02,4,387.33,0,1549.32,UPI
SALE019055,2025-10-21,MED044,MED044-B04,2,70.04,0,140.08,Cash
SALE019117,2025-10-21,MED008,MED008-B03,1,118.97,0,118.97,Card
SALE019183,2025-10-21,MED098,MED098-B01,7,694.62,12,4278.86,Card
SALE019350,2025-10-21,MED074,MED074-B02,3,118.31,0,354.93,Cash
SALE019478,2025-10-21,MED058,MED058-B01,2,141.54,0,283.08,Cash
SALE019614,2025-10-21,MED028,MED028-B01,3,45.82,5,130.59,UPI
SALE019983,2025-10-21,MED017,MED017-B02,5,464.49,10,2090.20,UPI
SALE020094,2025-10-21,MED064,MED064-B02,1,703.13,10,632.82,UPI
SALE020825,2025-10-21,MED054,MED054-B03,5,339.86,5,1614.34,Cash
SALE021922,2025-10-21,MED093,MED093-B03,4,766.14,10,2758.10,Cash
SALE022331,2025-10-21,MED043,MED043-B04,5,35.73,12,157.21,UPI
SALE022666,2025-10-21,MED043,MED043-B04,2,37.41,0,74.82,UPI
SALE022793,2025-10-21,MED010,MED010-B02,4,277.75,12,977.68,UPI
SALE022882,2025-10-21,MED032,MED032-B01,7,54.67,12,336.77,UPI
SALE023600,2025-10-21,MED079,MED079-B03,6,426.20,5,2429.34,Cash
SALE023982,2025-10-21,MED099,MED099-B02,2,43.52,0,87.04,Cash
SALE024368,2025-10-21,MED027,MED027-B03,3,762.07,12,2011.86,Cash
SALE024466,2025-10-21,MED093,MED093-B01,3,761.53,0,2284.59,UPI
SALE024688,2025-10-21,MED048,MED048-B03,2,215.54,0,431.08,Card
SALE024995,2025-10-21,MED044,MED044-B04,4,68.52,0,274.08,Card
SALE026082,2025-10-21,MED058,MED058-B01,5,145.04,12,638.18,Cash
SALE026955,2025-10-21,MED018,MED018-B05,8,625.78,0,5006.24,UPI
SALE027180,2025-10-21,MED050,MED050-B05,8,13.92,0,111.36,Cash
SALE027196,2025-10-21,MED058,MED058-B02,2,143.96,0,287.92,Card
SALE027269,2025-10-21,MED069,MED069-B01,7,576.04,0,4032.28,Card
SALE027419,2025-10-21,MED002,MED002-B04,5,588.01,0,2940.05,UPI
SALE027429,2025-10-21,MED081,MED081-B01,8,436.30,5,3315.88,UPI
SALE027588,2025-10-21,MED045,MED045-B02,3,467.93,12,1235.34,UPI
SALE028333,2025-10-21,MED083,MED083-B04,4,69.98,5,265.92,Card
SALE028423,2025-10-21,MED058,MED058-B02,4,147.91,0,591.64,Cash
SALE028791,2025-10-21,MED052,MED052-B01,4,589.50,0,2358.00,Card
SALE029432,2025-10-21,MED083,MED083-B02,8,66.33,0,530.64,UPI
SALE029576,2025-10-21,MED062,MED062-B05,3,465.26,0,1395.78,Card
SALE000530,2025-10-22,MED086,MED086-B02,5,700.68,0,3503.40,Card
SALE000747,2025-10-22,MED076,MED076-B01,8,165.73,0,1325.84,Card
SALE000884,2025-10-22,MED047,MED047-B03,1,401.14,0,401.14,Card
SALE001614,2025-10-22,MED026,MED026-B02,5,357.53,0,1787.65,UPI
SALE001627,2025-10-22,MED046,MED046-B01,1,541.18,5,514.12,UPI
SALE001833,2025-10-22,MED043,MED043-B03,8,36.64,12,257.95,UPI
SALE002851,2025-10-22,MED030,MED030-B05,7,241.17,0,1688.19,Card
SALE003142,2025-10-22,MED061,MED061-B03,3,352.90,0,1058.70,UPI
SALE003164,2025-10-22,MED017,MED017-B03,5,419.15,0,2095.75,Cash
SALE003231,2025-10-22,MED093,MED093-B02,7,739.41,0,5175.87,Card
SALE003516,2025-10-22,MED006,MED006-B02,7,584.25,0,4089.75,Card
SALE004390,2025-10-22,MED052,MED052-B02,6,537.41,10,2902.01,UPI
SALE004426,2025-10-22,MED014,MED014-B03,6,334.82,0,2008.92,Cash
SALE004985,2025-10-22,MED043,MED043-B03,8,36.68,10,264.10,Card
SALE005246,2025-10-22,MED076,MED076-B01,1,154.94,0,154.94,UPI
SALE005825,2025-10-22,MED094,MED094-B03,5,56.80,5,269.80,Card
SALE006795,2025-10-22,MED096,MED096-B03,3,206.70,0,620.10,Card
SALE006995,2025-10-22,MED068,MED068-B03,4,286.61,0,1146.44,Cash
SALE007162,2025-10-22,MED026,MED026-B02,8,388.38,0,3107.04,Card
SALE007167,2025-10-22,MED052,MED052-B02,7,555.76,0,3890.32,UPI
SALE007427,2025-10-22,MED019,MED019-B01,7,569.56,0,3986.92,UPI
SALE007598,2025-10-22,MED093,MED093-B03,5,818.00,0,4090.00,Card
SALE007831,2025-10-22,MED094,MED094-B03,6,58.00,0,348.00,Card
SALE007946,2025-10-22,MED007,MED007-B03,5,563.06,10,2533.77,UPI
SALE008220,2025-10-22,MED047,MED047-B03,8,389.45,0,3115.60,UPI
SALE010594,2025-10-22,MED080,MED080-B01,2,345.94,0,691.88,Cash
SALE010862,2025-10-22,MED098,MED098-B03,2,709.59,0,1419.18,Cash
SALE011484,2025-10-22,MED028,MED028-B05,2,49.90,0,99.80,Card
SALE011671,2025-10-22,MED054,MED054-B04,6,328.24,0,1969.44,UPI
SALE012271,2025-10-22,MED043,MED043-B03,8,38.19,0,305.52,UPI
SALE012635,2025-10-22,MED069,MED069-B04,6,568.62,5,3241.13,UPI
SALE012706,2025-10-22,MED018,MED018-B03,1,586.30,0,586.30,Card
SALE013789,2025-10-22,MED007,MED007-B02,2,541.51,5,1028.87,UPI
SALE013841,2025-10-22,MED092,MED092-B02,1,140.64,0,140.64,Cash
SALE014558,2025-10-22,MED005,MED005-B03,8,779.93,0,6239.44,UPI
SALE014619,2025-10-22,MED054,MED054-B04,1,330.08,0,330.08,UPI
SALE014755,2025-10-22,MED033,MED033-B03,1,33.89,12,29.82,UPI
SALE014770,2025-10-22,MED030,MED030-B02,3,232.42,12,613.59,Cash
SALE015019,2025-10-22,MED067,MED067-B01,3,73.50,0,220.50,UPI
SALE015154,2025-10-22,MED090,MED090-B01,8,512.16,10,3687.55,Card
SALE015345,2025-10-22,MED001,MED001-B05,3,413.72,0,1241.16,UPI
SALE015489,2025-10-22,MED063,MED063-B05,1,146.59,12,129.00,Card
SALE015537,2025-10-22,MED054,MED054-B04,1,361.14,5,343.08,UPI
SALE015587,2025-10-22,MED013,MED013-B01,6,547.98,10,2959.09,Cash
SALE015831,2025-10-22,MED072,MED072-B02,6,332.95,5,1897.81,Cash
SALE016146,2025-10-22,MED093,MED093-B03,3,756.60,0,2269.80,Card
SALE016352,2025-10-22,MED034,MED034-B01,5,119.95,5,569.76,Card
SALE017497,2025-10-22,MED006,MED006-B01,5,622.67,5,2957.68,Cash
SALE017546,2025-10-22,MED013,MED013-B01,8,534.64,10,3849.41,UPI
SALE017563,2025-10-22,MED017,MED017-B02,6,464.41,0,2786.46,UPI
SALE017939,2025-10-22,MED052,MED052-B01,7,550.01,0,3850.07,Card
SALE017945,2025-10-22,MED092,MED092-B03,3,136.66,0,409.98,UPI
SALE017984,2025-10-22,MED093,MED093-B03,3,807.30,5,2300.80,Card
SALE018353,2025-10-22,MED096,MED096-B02,3,216.34,0,649.02,UPI
SALE018693,2025-10-22,MED008,MED008-B03,7,126.42,12,778.75,UPI
SALE018787,2025-10-22,MED020,MED020-B02,4,146.12,5,555.26,Card
SALE019052,2025-10-22,MED061,MED061-B01,4,351.65,0,1406.60,UPI
SALE019071,2025-10-22,MED021,MED021-B03,5,192.80,0,964.00,Cash
SALE020167,2025-10-22,MED091,MED091-B04,2,423.47,12,745.31,Cash
